config_name,recall_ceiling,reduction_ratio,avg_candidates,index_time_s,query_time_s,pruned_keys,params
Baseline_Exact_Name,0.37477579123994675,0.9999981456304368,19.1375,232.7133309841156,0.6124248504638672,355,"{""enable_name_exact"": true, ""enable_name_prefix"": false, ""enable_name_tokens"": false, ""enable_name_soundex"": false, ""enable_addr_postal_num"": false, ""enable_addr_street_num"": false, ""enable_vector_tfidf"": false}"
Strategy_A_Name_Keys,0.04040097205346294,0.9999903137617525,99.9641,370.58125281333923,8.087408065795898,18100,"{""enable_name_exact"": true, ""enable_name_prefix"": true, ""enable_name_tokens"": true, ""enable_name_soundex"": true, ""enable_addr_postal_num"": false, ""enable_addr_street_num"": false, ""enable_vector_tfidf"": false}"
Strategy_B_Address_Keys,0.3561303014522942,0.9999928391248286,73.9018,284.64615774154663,2.576284170150757,9088,"{""enable_name_exact"": false, ""enable_name_prefix"": false, ""enable_name_tokens"": false, ""enable_name_soundex"": false, ""enable_addr_postal_num"": true, ""enable_addr_street_num"": true, ""enable_vector_tfidf"": false}"
Union_Name_Address,0.0424260834345889,0.9999903118771026,99.98355,509.7178752422333,9.807675838470459,27188,"{""enable_name_exact"": true, ""enable_name_prefix"": true, ""enable_name_tokens"": true, ""enable_name_soundex"": true, ""enable_addr_postal_num"": true, ""enable_addr_street_num"": true, ""enable_vector_tfidf"": false, ""max_candidates_per_entity"": 100, ""max_key_freq"": 250}"
Full_Union_Aggressive_Cap,0.04783602383845397,0.9999951556745065,49.9945,12144.498865127563,31.42134690284729,104538,"{""enable_name_exact"": true, ""enable_name_prefix"": true, ""enable_name_tokens"": true, ""enable_name_soundex"": true, ""enable_addr_postal_num"": true, ""enable_addr_street_num"": true, ""enable_vector_tfidf"": true, ""vector_top_k"": 5, ""max_candidates_per_entity"": 50, ""max_key_freq"": 100}"
